,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,72362.34,36487.03,359062.52,59008.6,50835.07,160809.62,35691.99,146401.98,539789.2,479882.9,164559.62,294732.29,427301.36,380013.68,259663.58,118850.92,322392.65,160122.14,548260.77,382517.88,0.0,475674.74,2323.88,477042.55,183921.83,374374.97,239272.4,364964.45,87925.42,163304.24,122419.43,418335.0,182797.88,346201.92,203737.59,154911.7,502471.09,47845.04,69539.31,151770.99,389453.63,107256.24,83936.39,207037.58,122992.76,152129.87,145704.67,411196.34,120840.32,164198.36,69425.81,472523.28,208510.22,315830.18,149172.7,390293.55,117183.87,279832.2,562925.63,7207.39,427432.46,57590.74,321069.81,70801.35,115197.46,443794.32,352145.63,289300.35,148716.67,506706.82,215629.69,253854.9,311826.91,118125.69,123815.49,485897.37,281434.23,330464.08,293433.48,316495.71,143432.98,345874.35,122828.85,604691.55,311705.18,285375.04,458958.05,121597.46,150088.96,414603.05,149733.8,397553.97,157274.54,155250.71,314506.34,58555.47,164855.39,161034.68,316263.62,400669.9
21,601672.09,550117.79,240995.09,631342.41,639097.17,649418.14,638449.54,709166.27,66500.71,8866.27,705285.16,307251.23,176339.31,259345.23,486614.84,486548.55,276668.31,639808.97,131825.09,216670.41,475674.74,0.0,433815.62,8468.97,414340.16,225265.51,366593.92,233731.95,576796.7,663822.23,587544.92,181424.94,508303.17,257451.82,494017.42,649813.59,171593.78,543429.48,541339.74,454573.85,387272.98,544697.89,541355.55,473954.36,601180.71,715708.19,620134.94,188554.9,572678.22,624283.31,517338.93,3447.88,394414.06,446850.16,613357.09,231383.41,493183.48,331448.0,111903.08,516897.43,174514.39,517325.4,277041.12,532649.01,492849.7,167117.75,248461.43,308557.42,618822.65,238075.03,410607.7,350281.06,288600.54,575105.79,734460.2,133975.75,318215.33,270054.68,303564.65,283895.71,730196.6,255884.77,588482.63,67632.08,288889.9,312917.27,157992.38,579647.6,570480.08,198869.62,530933.78,337703.12,441608.55,642070.69,295453.66,624924.54,643764.79,676820.07,349591.98,197168.97
22,63526.08,39999.58,348467.4,51744.6,48510.06,161715.81,32645.16,148371.26,528240.6,440274.79,166401.24,284033.89,416796.35,367832.24,255610.59,108408.63,312273.1,160860.71,536660.01,372552.2,2323.88,433815.62,0.0,436894.47,175111.52,364326.89,229372.81,354981.68,77764.7,164517.61,123612.69,407415.14,171796.97,335296.49,192033.37,156010.6,490304.38,51973.03,72060.48,143838.82,377901.65,108782.62,88140.69,200139.86,123735.63,154355.25,146391.0,400380.47,119824.79,163193.58,72503.13,431520.02,198633.01,313222.12,149017.3,379008.09,105972.59,269075.55,553510.01,7480.25,417064.86,62198.55,310899.77,75832.87,104022.13,433541.64,342150.34,278722.19,149007.61,494906.64,203253.47,243918.57,301326.57,118522.77,124448.96,476708.87,270570.23,320280.46,282871.39,306067.94,145661.66,335681.22,122989.15,594168.99,301250.87,274916.43,448164.6,121460.97,146163.16,403715.16,138739.94,394543.72,149687.75,156269.01,303065.51,52603.49,165615.92,162429.29,303760.26,390183.93
23,597432.66,550242.66,237623.93,626966.67,634424.84,649811.89,633898.86,706826.4,68570.46,3260.6,703810.85,302509.54,169517.52,259098.31,479432.17,481734.61,272356.4,640518.53,132500.23,212863.6,477042.55,8468.97,436894.47,0.0,409888.68,221026.9,361734.92,229009.28,572524.58,663954.62,588893.18,177752.42,503877.32,255158.16,490060.05,650069.57,168946.78,544165.67,542913.56,449915.64,383351.59,547345.23,543640.9,466481.06,601963.96,713477.62,621163.77,186615.16,574497.63,625717.72,519763.49,5725.67,389979.79,441198.8,614773.3,230757.53,488343.88,326572.84,108690.65,516744.49,170413.11,519447.76,273097.47,534927.74,488217.44,160129.57,244429.98,304700.05,620070.22,239571.06,407120.57,345990.56,283547.08,576814.23,729907.03,129641.65,313650.73,265566.32,299568.88,279238.07,727002.77,251648.4,589922.42,60044.29,284160.54,308555.22,151198.83,581363.52,573362.28,197490.23,526162.42,336464.4,437756.08,642688.38,291188.17,620417.02,644523.66,676093.48,346962.77,195477.64
24,184962.44,252102.72,148593.02,221255.53,219295.83,395763.29,234392.74,367331.21,388645.01,411358.54,399444.46,83532.88,241328.99,182648.82,145320.58,42950.76,117958.37,396413.46,371681.44,181841.32,183921.83,414340.16,175111.52,409888.68,0.0,178329.52,25078.47,172907.81,160773.8,406382.07,349393.93,236776.72,152427.26,147577.95,155514.06,392725.79,331931.96,263835.52,288759.27,17805.95,275754.17,332636.0,306880.78,99188.29,354181.62,381691.73,382237.09,206153.94,354947.3,410760.63,290275.1,408244.66,11762.0,175182.42,389006.61,186842.92,38979.57,96033.52,357424.75,203994.82,244286.8,275000.08,100900.92,292418.7,55880.51,254307.49,145143.86,85730.36,390321.84,343507.25,78710.2,48275.05,112970.77,347336.36,334259.29,241730.74,71198.12,121238.06,88919.47,119145.39,364091.86,141733.35,358153.24,394704.04,116036.52,88000.16,272156.22,355680.03,388085.13,214416.97,144675.72,213128.5,23684.33,399596.09,137720.01,212163.9,404140.95,397723.12,181111.6,192510.17
25,389199.81,438558.57,36124.96,417365.49,423781.48,580956.72,419563.03,552531.85,220465.58,221181.29,584471.27,58448.22,43438.84,107151.52,242385.91,261755.72,34154.04,581917.52,213087.57,7014.04,374374.97,225265.51,364326.89,221026.9,178329.52,0.0,112319.29,4435.43,365554.15,591801.07,535625.56,34426.18,306412.96,68478.0,305055.44,578503.8,183607.62,451322.97,475399.76,214224.09,272329.95,519268.17,493520.79,189969.54,539676.39,566970.28,568032.03,17825.9,540995.42,595731.5,477136.48,219653.47,147489.91,226667.04,574851.65,74894.24,264968.4,103691.79,146381.7,393699.12,47894.11,462646.83,45115.4,479054.03,274465.56,60508.31,20746.45,83640.04,575809.51,218708.55,211919.06,108502.24,32588.2,533602.12,520377.71,61371.52,78457.35,30993.49,75732.99,34601.63,549329.37,21126.14,544246.09,148427.18,50840.91,81176.85,94558.1,541747.7,574248.0,58442.79,320106.06,179576.81,212656.67,585063.83,80830.13,410850.45,589194.18,582361.24,190809.48,13006.19
26,246878.58,303345.74,77054.8,278399.44,278145.72,447550.12,282557.64,418281.6,348395.68,362698.34,451235.38,41912.5,177759.97,134986.88,142394.43,89563.48,59935.43,448514.82,323167.78,115075.6,239272.4,366593.92,229372.81,361734.92,25078.47,112319.29,0.0,108880.25,224494.76,458973.31,401525.06,172219.15,201685.98,92875.66,198618.39,445273.3,280746.06,316620.43,341007.3,52892.58,260354.78,385073.91,358563.06,92323.47,405868.94,433608.82,434429.04,129675.55,407337.58,462772.18,342467.48,360537.62,8299.75,156610.71,441518.0,132583.58,87086.03,60847.4,284977.44,258155.52,180923.49,328225.66,45217.04,344230.7,106496.54,190751.58,78956.8,41982.06,442421.38,299138.25,109015.88,20315.21,61591.56,399844.4,384089.96,173920.3,34017.68,60235.27,43133.56,64654.06,414980.85,77835.91,410638.27,314725.67,56284.61,44718.15,207930.81,408222.51,440932.43,155932.93,202540.95,171962.38,64681.36,452032.38,86715.37,271190.2,455980.13,449102.08,160308.42,117768.5
27,379647.96,428649.82,42624.85,407313.77,413591.68,570686.83,410147.01,542122.43,225677.08,229072.9,574068.78,54960.21,47329.34,117435.69,244835.77,253250.06,33604.8,571620.07,217834.38,7579.16,364964.45,233731.95,354981.68,229009.28,172907.81,4435.43,108880.25,0.0,355916.07,581278.38,525345.3,39284.92,294053.59,77316.53,292893.85,568188.98,188378.12,441474.3,465404.01,211477.81,273396.31,508960.66,483451.12,189780.74,529334.35,556536.65,557590.48,25602.9,530422.92,585229.47,466801.28,228224.93,141861.53,227554.25,564419.24,84300.77,256628.96,98471.35,139945.36,384324.4,53956.32,453200.9,42016.47,469411.91,264553.5,59635.24,20296.49,78939.71,565269.61,230809.46,198873.87,106907.14,33603.05,523406.38,510186.24,58467.71,72316.59,30453.61,69885.87,37159.72,538829.16,23904.54,533822.92,146157.46,47108.74,74789.93,100427.3,531453.34,563656.21,65790.42,306655.22,179744.07,208623.17,574586.88,78674.58,400767.55,578922.52,571834.67,192186.2,18347.14
28,12129.58,131966.97,341839.68,26944.09,17825.61,248063.94,47166.05,195013.7,536338.23,574419.82,244699.56,265567.26,408650.13,255307.02,277223.03,102746.58,312355.4,249860.0,488171.8,374637.63,87925.42,576796.7,77764.7,572524.58,160773.8,365554.15,224494.76,355916.07,0.0,250885.52,206697.24,398417.26,67701.43,298482.08,78652.31,244950.88,443688.81,142844.15,147758.74,163151.51,259876.42,192089.7,174221.07,190220.47,203508.15,225452.8,235469.3,394001.46,200966.88,258139.19,152478.39,569748.3,188305.53,346748.14,241208.32,286636.84,92805.31,238817.75,559477.22,102871.57,409243.21,153523.76,309522.38,166921.04,81572.85,426515.16,342547.68,276947.89,240698.78,361630.19,114244.66,246405.08,298665.67,202982.72,112372.61,469803.72,265488.75,320690.71,280607.78,303760.04,192402.23,336019.73,207409.69,588187.94,289976.02,273627.26,429138.55,206875.66,231320.39,344937.19,40659.15,436005.96,139591.29,247244.8,275220.38,24808.84,254675.66,241774.47,171864.73,391187.3
29,224852.12,118761.47,579843.35,192039.27,183030.4,12315.21,178917.62,30264.18,730106.35,666774.37,11811.22,513570.67,647391.45,591823.17,434564.05,332053.81,542074.62,16893.34,760709.2,600351.29,163304.24,663822.23,164517.61,663954.62,406382.07,591801.07,458973.31,581278.38,250885.52,0.0,38901.54,636191.71,346621.8,565155.24,369255.73,17372.39,710501.43,104621.45,87472.5,372971.02,560941.05,47614.56,59777.43,390391.22,39309.61,20151.49,20442.15,630185.75,39237.78,6076.4,82830.2,659781.13,428481.7,507468.05,17850.97,606119.02,331566.2,492747.46,784074.65,153905.33,646052.91,84048.01,540706.74,66185.24,328138.96,662771.14,572950.62,509307.67,14961.72,709567.29,417934.63,475072.57,530722.42,41904.53,101169.99,709083.05,499612.45,550675.73,512586.73,535763.77,39988.36,566986.14,36580.43,826319.32,529307.33,505053.92,673650.3,37639.3,9594.47,632815.12,313253.47,616872.93,384247.88,6350.28,529419.41,200351.1,10080.82,13916.47,512332.24,619636.42
30,181332.21,65159.53,523740.26,149924.62,139414.64,21607.7,129112.12,29241.96,684972.54,592194.28,26817.23,457729.28,591389.94,540741.79,379510.11,276804.8,485434.68,24231.24,709355.99,543989.63,122419.43,587544.92,123612.69,588893.18,349393.93,535625.56,401525.06,525345.3,206697.24,38901.54,0.0,581263.65,306263.48,510531.5,329862.69,22529.84,660512.69,54128.75,36309.31,314592.1,522533.14,3756.78,10387.77,337687.51,12144.51,22603.82,15099.79,575051.35,15558.05,37069.06,35789.39,584413.19,371463.45,446565.97,19887.94,553217.43,275926.72,438610.01,725893.46,112020.86,590561.9,35408.87,484679.09,20489.51,273353.67,606311.96,515993.41,453297.75,19961.71,661920.86,368830.55,417578.9,474504.52,2891.63,85103.06,652674.85,443954.6,493801.31,456797.76,479379.23,29689.29,509979.28,9580.59,770047.74,473519.89,448835.56,619573.44,8894.34,30139.81,578294.64,271448.37,550340.99,326352.33,29990.12,475801.15,157598.7,29005.5,24108.47,466190.21,563909.06
31,422640.89,484079.87,42786.39,452809.53,460679.98,627358.15,460421.81,594610.88,142903.26,180608.36,629932.11,107343.33,21610.44,98127.48,295693.51,308635.07,67818.21,628183.76,138737.33,31444.35,418335.0,181424.94,407415.14,177752.42,236776.72,34426.18,172219.15,39284.92,398417.26,636191.71,581263.65,0.0,291044.12,64872.21,291627.26,624208.28,120912.39,496739.05,519249.88,276838.28,231941.86,564382.13,539324.31,265702.43,584966.35,610942.31,613670.59,12697.97,584498.33,641342.94,521644.43,175457.12,211496.03,276723.91,620394.93,66601.01,311381.62,123780.54,148646.89,439157.69,23920.13,508684.42,79320.4,525550.22,312159.43,43427.42,44156.43,126751.76,621198.6,170556.67,215178.62,159712.06,74631.46,578841.81,556692.18,56088.92,132747.25,62562.37,121587.22,71949.0,591694.49,48322.3,588376.5,155894.56,93769.03,129429.5,57300.28,586427.41,617127.56,50994.64,324511.34,205947.77,263568.54,630018.63,83459.39,445810.34,635482.9,627197.37,166510.51,20994.51
32,88005.21,231452.03,238231.09,115994.49,103474.26,345776.17,143085.92,290514.32,376365.42,506301.33,340459.84,207691.21,279643.2,104260.86,259879.95,118237.45,260588.57,347791.67,290680.2,317078.8,182797.88,508303.17,171796.97,503877.32,152427.26,306412.96,201685.98,294053.59,67701.43,346621.8,306263.48,291044.12,0.0,193782.1,24082.83,342826.19,272305.46,243125.78,248564.09,166482.18,98152.43,292165.17,274730.92,166480.57,300714.15,321617.81,333878.79,283084.65,298261.3,354116.88,253328.55,500656.35,173926.71,328004.15,339346.37,140954.65,115108.93,197123.72,502470.18,198081.34,272281.49,253534.47,231864.58,266706.22,105211.76,312343.46,287421.1,216600.14,338402.34,133224.0,73707.66,204937.52,241329.84,302257.15,199228.42,326985.12,214540.08,266711.85,220904.21,248564.15,288275.56,279998.06,305565.41,448565.01,238179.67,218439.37,299162.26,305567.28,326720.56,195929.38,26990.89,410355.23,144567.01,344116.49,188790.95,112373.22,351833.91,337113.41,29585.01,296467.45
33,336202.14,413102.57,16843.15,379857.69,380819.07,556871.79,389216.86,523727.23,218001.9,256666.87,559673.67,43231.11,72840.38,51482.35,257944.55,240073.41,42609.03,557596.76,197347.25,71639.78,346201.92,257451.82,335296.49,255158.16,147577.95,68478.0,92875.66,77316.53,298482.08,565155.24,510531.5,64872.21,193782.1,0.0,192237.43,553492.92,174939.21,425199.78,447704.24,188083.17,189133.84,493382.31,468690.65,179241.05,514380.54,540187.38,542919.74,48143.21,513710.1,570951.87,450573.75,251224.18,125109.84,253910.8,549647.5,42958.56,242170.41,41062.8,239981.36,368274.85,66363.65,437874.55,34464.87,455182.0,241706.76,112940.42,51789.53,47608.65,550524.96,189262.65,110069.78,78568.45,40746.92,507939.03,485993.2,126717.41,52533.06,48157.75,47523.74,38790.46,520917.2,42878.58,517307.75,238785.27,37265.53,51997.95,122748.79,515320.94,546154.19,59157.67,212319.05,205640.34,173174.31,559325.76,14096.74,370665.9,565057.36,556973.26,95590.02,51195.64
34,101286.63,253756.45,232814.94,132755.02,117058.16,369644.35,164523.95,299361.83,406738.03,493077.22,360669.18,208650.17,282455.37,130911.78,235665.19,122255.81,252796.58,371165.1,334177.8,314065.75,203737.59,494017.42,192033.37,490060.05,155514.06,305055.44,198618.39,292893.85,78652.31,369255.73,329862.69,291627.26,24082.83,192237.43,0.0,365845.62,304721.53,266794.4,271741.99,160890.82,156401.68,315440.83,298491.84,142434.78,321553.39,341093.15,356953.03,282424.94,320069.74,376506.25,276240.26,486522.42,173445.91,296689.63,362259.86,158857.52,122542.22,191173.04,495100.42,221865.84,277028.1,277346.48,226043.74,291064.12,117813.17,316081.81,281945.16,211843.46,361272.76,217572.11,82087.35,202237.64,239150.4,325609.59,202343.06,342413.27,212225.35,259867.67,216622.1,246798.25,296979.35,275558.91,328298.24,477652.14,238980.38,215765.61,310935.55,328715.18,347702.86,208654.48,27214.35,393612.36,154757.43,366728.83,187472.89,128097.86,375438.11,357440.45,64118.66,293224.86
35,218971.34,107185.47,567068.55,186671.73,176649.2,4781.79,169459.56,37231.77,722246.9,652865.67,9395.96,500981.72,634660.59,582389.81,418719.23,319649.88,528837.82,3166.75,751277.26,586996.08,154911.7,649813.59,156010.6,650069.57,392725.79,578503.8,445273.3,568188.98,244950.88,17372.39,22529.84,624208.28,342826.19,553492.92,365845.62,0.0,701975.02,92272.47,76934.08,358261.23,558450.46,31255.85,41089.03,378221.07,34189.61,22703.24,3480.68,618087.88,36419.77,11116.41,72473.99,646033.95,415016.24,487934.95,1558.04,595500.27,319143.5,481311.47,769385.64,145352.78,633560.9,72045.99,527922.52,53294.59,316197.19,649606.1,559546.12,496572.68,2138.62,701978.47,409441.65,461213.01,517779.95,27079.92,106317.51,696065.46,487126.25,537274.79,500011.01,522708.01,43430.22,553490.16,23920.16,813481.38,516695.14,492118.07,662296.79,26639.98,16616.44,620990.49,308625.25,596562.99,370132.32,8230.98,518522.18,194739.52,5169.12,11787.66,505785.27,606793.54
36,478072.56,567347.02,170041.09,517554.25,519985.95,705379.8,534151.11,665161.61,58291.46,165180.83,704053.75,223705.39,101113.95,120074.46,407978.87,391804.97,215584.99,706598.72,7768.93,179441.76,502471.09,171593.78,490304.38,168946.78,331931.96,183607.62,280746.06,188378.12,443688.81,710501.43,660512.69,120912.39,272305.46,174939.21,304721.53,701975.02,0.0,580083.01,597702.83,375094.68,174684.16,644000.04,620964.28,303867.82,661782.87,684958.67,691726.59,133308.72,659213.03,717302.03,601429.66,163337.0,310603.66,384136.7,698027.18,121958.68,392948.78,188968.88,210162.96,523868.88,92093.77,592352.65,200273.23,609050.81,392776.56,153876.41,198392.2,232878.34,698136.28,91875.66,268770.15,267002.16,210556.29,657442.07,620199.09,116443.7,220732.42,211109.23,226046.66,206268.91,662915.24,202171.09,664540.79,117982.12,198862.22,239823.47,61035.88,663391.83,690495.11,103644.3,343789.45,327122.4,360878.07,705740.97,158436.89,509224.07,712658.8,700967.95,160084.95,163798.95
37,121260.95,8356.4,437750.4,98099.29,87802.47,93123.55,67734.01,82655.12,611018.55,547031.27,97788.19,372523.48,505457.57,458635.44,311272.7,193700.01,400090.44,94769.03,626260.29,459046.93,47845.04,543429.48,51973.03,544165.67,263835.52,451322.97,316620.43,441474.3,142844.15,104621.45,54128.75,496739.05,243125.78,425199.78,266794.4,92272.47,580083.01,0.0,22312.25,228500.5,456886.19,45053.23,23425.88,265841.71,57132.22,86266.69,83080.24,489923.55,62721.48,107232.51,16032.82,540069.75,285558.51,370330.69,89330.51,469193.99,192865.46,356736.16,638855.59,43558.92,505334.52,4822.3,398844.67,12614.07,191157.35,520578.19,429762.7,367566.83,90492.99,583028.42,290745.17,331150.31,389530.25,54826.73,90379.46,566629.05,359414.02,408309.14,371630.92,394017.55,78645.56,423636.69,67446.69,683926.85,389313.47,363427.18,536513.33,63473.77,95758.15,492687.34,207790.4,461292.75,238827.85,97327.06,392680.64,102170.1,101378.52,95671.61,390735.99,478208.02
38,123327.6,28512.77,461800.2,94838.04,87068.43,78422.42,70193.07,63264.79,627073.62,545990.75,82937.53,396096.18,529638.85,476677.15,336050.79,216029.87,424445.25,80025.83,646235.93,483945.51,69539.31,541339.74,72060.48,542913.56,288759.27,475399.76,341007.3,465404.01,147758.74,87472.5,36309.31,519249.88,248564.09,447704.24,271741.99,76934.08,597702.83,22312.25,0.0,255091.83,463526.72,26503.89,14937.44,286532.53,39184.1,69242.79,67104.68,512760.9,45362.0,91499.02,8027.1,538185.76,310545.38,402933.97,73886.28,489808.78,214384.21,377754.61,666198.32,61859.37,529090.6,19249.44,423216.52,14815.1,211448.0,545509.48,454960.35,391509.62,75202.05,599239.59,306009.84,356858.2,413362.22,35993.2,67196.71,590815.51,382425.32,432803.15,395079.35,418328.7,59179.56,448835.13,48643.09,707674.26,412523.06,387383.25,558381.98,44534.79,77980.0,515945.86,214009.09,499992.48,265450.36,81156.8,413348.76,101354.97,87269.96,81218.21,403817.55,502506.63
39,183343.99,216289.11,181319.3,205652.24,192082.45,360514.95,199602.4,334830.29,432627.97,450640.47,364933.0,125393.91,277709.09,219943.96,142558.69,29968.79,155366.73,361434.26,418378.78,215850.71,151770.99,454573.85,143838.82,449915.64,17805.95,214224.09,52892.58,211477.81,163151.51,372971.02,314592.1,276838.28,166482.18,188083.17,160890.82,358261.23,375094.68,228500.5,255091.83,0.0,301571.58,298031.97,271729.85,90893.3,319663.76,348125.72,347610.18,235855.45,321957.2,376571.09,255966.56,448463.13,35311.88,174399.68,354541.73,224343.65,27341.13,118262.63,384309.8,168249.84,279311.21,239635.83,133813.66,256791.29,40740.93,293228.45,179997.51,124592.62,355956.2,391370.55,114023.06,65630.87,154393.26,312844.0,304870.26,257805.92,111355.97,158465.25,128292.06,158304.13,331284.8,177974.79,324668.71,416263.82,155482.59,128539.53,308847.41,321661.57,355751.79,250761.42,156856.06,221150.43,11174.72,365817.01,177411.87,199800.49,369205.83,363057.93,208913.54,222437.35
40,286330.79,443473.15,215463.68,323231.44,309194.55,562042.7,356069.55,507023.44,257359.93,380111.79,555015.16,237284.38,215506.65,107135.72,342882.87,283395.51,255112.48,563662.95,181678.52,271259.37,389453.63,387272.98,377901.65,383351.59,275754.17,272329.95,260354.78,273396.31,259876.42,560941.05,522533.14,231941.86,98152.43,189133.84,156401.68,558450.46,174684.16,456886.19,463526.72,301571.58,0.0,507645.73,490041.87,226721.42,516301.41,536848.59,549297.23,227012.63,513859.88,568386.21,468056.36,378364.71,275567.34,370387.72,554723.8,128204.5,286451.22,198928.41,397307.85,409398.56,205979.32,469370.67,229359.44,482405.5,283899.44,259297.68,261250.75,239079.32,553229.45,23662.72,189247.48,242132.97,244570.82,518128.17,409305.79,254003.83,231379.16,257743.91,238522.67,247531.41,505278.97,257138.13,520739.31,316522.38,238580.07,243863.63,224418.43,521368.78,540967.1,149223.41,181557.95,379773.34,292029.04,558592.05,179806.5,317373.07,568079.21,551303.3,82785.58,241761.23
41,167112.69,53479.41,506881.05,136538.07,126567.15,28807.6,114878.26,33530.32,669168.36,550926.33,35255.56,440809.15,574523.23,523580.72,367731.24,260385.36,468718.03,31686.0,692377.79,527644.38,107256.24,544697.89,108782.62,547345.23,332636.0,519268.17,385073.91,508960.66,192089.7,47614.56,3756.78,564382.13,292165.17,493382.31,315440.83,31255.85,644000.04,45053.23,26503.89,298031.97,507645.73,0.0,7958.89,324003.32,11646.29,31480.86,23242.79,557979.22,17236.68,45472.66,26849.2,542280.6,354392.1,434399.33,28842.66,535777.74,259359.78,422822.28,708997.1,97737.69,573930.79,28829.72,467674.88,16703.41,256740.43,589412.49,499120.07,436369.34,29573.52,645301.9,352156.42,401022.44,457852.14,5600.94,82881.38,635534.66,427376.67,477143.46,439892.61,462752.51,32804.05,493225.12,16250.27,752979.85,457156.61,432068.37,603435.56,13912.68,38932.59,561490.67,257634.71,535967.01,309463.39,39788.73,459236.18,143692.14,37062.86,32693.28,450141.36,546900.05
42,150044.87,28097.69,481221.16,121407.9,110936.45,39003.63,95104.22,43408.57,649867.17,547216.88,46717.45,415727.52,548997.17,500583.93,341813.3,235925.61,442895.92,41410.62,669208.99,501828.79,83936.39,541355.55,88140.69,543640.9,306880.78,493520.79,358563.06,483451.12,174221.07,59777.43,10387.77,539324.31,274730.92,468690.65,298491.84,41089.03,620964.28,23425.88,14937.44,271729.85,490041.87,7958.89,0.0,300339.81,17240.96,40299.48,31930.48,532976.31,22180.88,57881.25,12617.3,538737.97,329077.59,405098.07,38398.86,512029.53,234330.01,397312.47,682989.48,76030.34,548452.4,12633.41,442468.99,6873.07,232135.02,564036.2,473418.41,411113.67,39442.6,623759.44,330808.31,374759.35,432188.86,13438.53,73776.76,609800.68,401936.17,451072.29,414617.29,437150.57,38594.24,467329.74,23939.9,726962.16,431460.94,406496.99,578246.41,21325.98,51005.84,536767.03,239532.78,501773.97,283139.14,50828.42,434737.46,128216.81,48226.06,44219.92,429266.73,521923.04
43,208222.07,251437.86,191105.59,220860.68,181709.99,378114.46,213073.69,346732.04,400723.65,466721.2,379496.98,146330.32,259122.63,158304.84,35641.5,109528.52,177147.79,380346.61,338596.86,191017.19,207037.58,473954.36,200139.86,466481.06,99188.29,189969.54,92323.47,189780.74,190220.47,390391.22,337687.51,265702.43,166480.57,179241.05,142434.78,378221.07,303867.82,265841.71,286532.53,90893.3,226721.42,324003.32,300339.81,0.0,338447.54,365272.53,367841.76,213773.57,340260.27,392136.29,284828.39,467323.95,93258.78,36666.98,374414.36,172337.07,105668.09,90533.29,275535.4,214219.04,259062.91,275481.66,146618.02,288442.46,113166.74,260923.49,184752.82,168326.9,374567.14,268220.74,129713.93,95930.69,177288.71,336702.98,301921.77,146004.69,155972.74,176566.23,168629.56,177597.87,342399.83,183526.04,346534.84,300262.06,144663.3,167838.11,243010.52,344222.99,374037.58,203585.97,174207.54,117696.93,108243.01,383995.13,165397.89,216712.1,385981.5,376789.04,143901.07,200718.33
44,177946.75,71120.75,527995.16,144929.78,135051.68,36606.04,128590.87,18025.06,686065.47,605110.84,33579.13,461682.68,595548.48,543437.48,381907.12,280149.76,489733.99,38977.56,711926.59,548286.42,122992.76,601180.71,123735.63,601963.96,354181.62,539676.39,405868.94,529334.35,203508.15,39309.61,12144.51,584966.35,300714.15,514380.54,321553.39,34189.61,661782.87,57132.22,39184.1,319663.76,516301.41,11646.29,17240.96,338447.54,0.0,17073.28,27341.33,579062.21,1985.09,42778.95,35891.26,597601.48,376181.76,453518.59,30982.8,556712.9,279411.43,441027.05,731598.33,113046.15,594346.5,38693.8,488999.03,22107.27,276483.63,610782.98,520549.31,457440.35,29248.11,663422.69,369589.79,422119.63,478469.56,9616.71,66620.13,657512.51,447630.7,498159.11,460819.68,483416.1,15075.38,514492.6,7090.68,774680.92,477056.48,452940.02,622168.29,7332.67,27170.15,582034.23,266512.26,561359.23,331580.36,33823.28,478397.47,152883.65,41921.38,31110.78,465162.47,568477.44
45,199761.84,101119.61,554792.33,166781.45,157456.41,21177.29,153318.48,13571.95,709292.99,715685.07,10337.89,488245.63,622412.38,566688.57,411309.47,306690.41,516982.97,27516.69,735533.87,575744.01,152129.87,715708.19,154355.25,713477.62,381691.73,566970.28,433608.82,556536.65,225452.8,20151.49,22603.82,610942.31,321617.81,540187.38,341093.15,22703.24,684958.67,86266.69,69242.79,348125.72,536848.59,31480.86,40299.48,365272.53,17073.28,0.0,19140.53,605324.22,15098.07,26615.84,64565.64,710412.85,403459.32,484065.41,20935.34,581432.1,305868.05,467215.34,759688.38,141926.17,621081.62,66287.91,515872.72,46685.03,302578.0,637587.71,547953.06,484218.09,17589.1,685643.96,392642.41,450070.21,505435.16,24240.33,76656.73,684164.67,474196.81,525614.46,487549.12,510469.51,16929.03,541907.0,13145.77,801304.7,503961.32,479963.1,648056.59,16351.33,7998.07,607944.42,288061.18,594228.97,359804.04,18300.81,503577.69,175002.85,26788.77,9147.7,487330.13,595173.45
46,209791.5,97342.81,556525.53,177506.83,167498.02,3632.92,159407.44,33830.92,712996.71,624318.56,9910.22,490283.87,624165.65,572144.05,408862.37,309117.53,518118.66,4029.39,740925.45,576508.22,145704.67,620134.94,146391.0,621163.77,382237.09,568032.03,434429.04,557590.48,235469.3,20442.15,15099.79,613670.59,333878.79,542919.74,356953.03,3480.68,691726.59,83080.24,67104.68,347610.18,549297.23,23242.79,31930.48,367841.76,27341.33,19140.53,0.0,607429.0,30173.71,14191.06,63734.3,616794.75,404140.96,477971.83,2120.31,585041.29,308598.96,470838.39,758790.53,137171.95,623116.17,62250.99,517204.73,43742.84,305706.54,638967.11,548790.75,485932.69,3371.65,692087.1,399402.54,450646.18,507180.63,18549.94,100725.46,685401.08,476539.56,526595.38,489286.67,512122.4,39329.69,542871.75,16520.49,802815.41,506052.8,481554.1,651810.37,18761.82,16070.87,610765.17,299609.21,585535.59,359232.38,11465.71,507983.01,185331.06,6177.84,9937.91,496090.42,596287.01
